MyUnknownColumn,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore
300,female,group E,some high school,standard,completed,92,87,93
811,female,group C,some college,standard,completed,94,100,100
765,male,group D,some college,standard,none,71,64,62
711,male,group A,some high school,standard,none,49,46,40
25,male,group E,associate's degree,standard,none,82,65,67
338,female,group C,some college,standard,completed,89,100,97
710,female,group E,high school,standard,none,78,86,81
920,male,group E,some college,standard,completed,79,70,73
803,male,group C,some college,standard,completed,64,51,58
275,female,group D,some college,free/reduced,completed,43,58,60
89,female,group E,some high school,standard,completed,92,89,88
785,male,group B,associate's degree,free/reduced,none,61,58,54
214,female,group D,master's degree,standard,none,69,71,79
521,female,group D,some college,standard,none,92,92,90
438,female,group D,associate's degree,free/reduced,none,76,76,85
951,male,group E,high school,standard,none,69,76,71
139,male,group D,associate's degree,standard,completed,86,72,81
371,female,group E,high school,free/reduced,none,61,73,68
546,female,group A,associate's degree,standard,none,49,57,57
739,male,group C,high school,free/reduced,none,61,60,55
630,female,group D,some high school,standard,none,63,77,74
926,female,group B,some college,free/reduced,none,56,67,58
675,female,group B,some college,standard,completed,72,81,83
218,male,group C,associate's degree,standard,completed,91,93,90
571,male,group E,bachelor's degree,standard,completed,100,96,100
11,male,group D,bachelor's degree,free/reduced,none,62,57,55
819,male,group E,some high school,free/reduced,completed,63,65,60
57,male,group C,some high school,free/reduced,completed,34,38,35
742,female,group E,some college,standard,none,80,80,81
773,female,group C,bachelor's degree,free/reduced,none,62,78,79
367,male,group C,high school,free/reduced,completed,65,66,70
560,female,group E,associate's degree,standard,none,69,74,74
762,male,group D,high school,standard,completed,63,52,64
564,female,group D,some college,standard,completed,68,73,74
139,female,group C,some college,free/reduced,none,57,57,64
18,male,group C,master's degree,free/reduced,completed,46,42,46
247,male,group E,some college,standard,completed,78,73,71
208,male,group D,bachelor's degree,standard,none,81,80,82
318,female,group E,high school,free/reduced,none,83,88,86
216,female,group B,associate's degree,standard,completed,69,80,80
786,female,group E,some high school,free/reduced,none,78,78,73
165,male,group D,some high school,standard,none,54,51,52
949,female,group B,associate's degree,standard,none,70,82,76
828,female,group A,some college,standard,none,62,67,69
68,female,group E,some college,free/reduced,completed,64,60,62
61,female,group A,master's degree,standard,completed,74,77,85
252,male,group D,some high school,free/reduced,none,69,62,62
47,female,group C,some high school,standard,none,62,65,69
674,male,group A,some high school,standard,none,42,40,34
994,male,group D,some high school,standard,none,70,63,61
689,male,group B,associate's degree,free/reduced,none,77,70,62
245,female,group B,high school,standard,completed,49,62,60
39,female,group B,some college,standard,completed,66,83,88
315,female,group D,some college,standard,completed,74,74,78
405,male,group C,some high school,standard,none,46,35,25
363,female,group D,some high school,free/reduced,none,27,34,32
266,female,group D,some college,free/reduced,none,44,66,68
70,female,group C,some high school,free/reduced,none,42,56,55
848,male,group C,bachelor's degree,free/reduced,none,69,58,60
736,male,group D,associate's degree,free/reduced,completed,60,62,66
779,female,group C,some college,standard,none,67,72,78
472,female,group B,some high school,standard,completed,73,80,76
964,female,group E,high school,standard,none,72,75,76
642,male,group B,some college,standard,completed,88,87,89
67,female,group D,bachelor's degree,standard,completed,88,95,100
71,male,group B,some high school,standard,none,62,58,58
172,female,group C,some college,standard,none,57,77,72
508,female,group B,some high school,standard,completed,71,79,76
541,male,group D,associate's degree,standard,completed,71,70,62
667,female,group A,associate's degree,standard,completed,60,75,71
614,male,group C,some high school,standard,none,70,70,64
174,male,group E,high school,standard,none,73,64,59
370,male,group B,some college,standard,none,56,48,47
3,male,group C,some college,standard,completed,73,80,78
733,male,group D,some high school,standard,completed,79,77,82
410,male,group C,some college,standard,none,53,45,44
545,female,group B,associate's degree,free/reduced,none,71,64,65
714,male,group B,some college,standard,none,74,73,68
690,male,group D,associate's degree,free/reduced,none,66,67,61
387,male,group B,some college,free/reduced,none,77,81,76
317,female,group E,bachelor's degree,free/reduced,completed,94,100,100
987,female,group D,bachelor's degree,free/reduced,completed,57,72,79
134,female,group D,master's degree,standard,none,67,65,71
798,male,group B,bachelor's degree,free/reduced,none,48,47,55
469,female,group C,some high school,free/reduced,none,30,52,46
762,female,group E,some college,standard,none,50,48,51
584,female,group B,master's degree,standard,none,79,88,88
202,female,group A,some college,free/reduced,none,50,58,57
205,male,group C,associate's degree,standard,completed,87,95,87
658,female,group E,bachelor's degree,standard,none,76,76,81
826,male,group B,associate's degree,free/reduced,none,56,54,49
928,female,group B,bachelor's degree,free/reduced,none,11,20,24
476,female,group E,master's degree,free/reduced,none,51,57,55
825,male,group C,some high school,free/reduced,completed,53,68,65
523,male,group C,master's degree,free/reduced,none,54,59,50
94,male,group E,some college,standard,none,77,65,59
160,female,group C,some high school,free/reduced,none,62,67,70
677,male,group D,some college,standard,completed,65,67,71
874,male,group E,high school,standard,completed,78,67,68
997,female,group E,some high school,standard,completed,85,87,87
815,female,group B,some high school,standard,none,59,72,71
43,female,group D,bachelor's degree,standard,none,66,75,70
880,male,group C,high school,free/reduced,none,56,58,59
251,male,group E,some college,standard,none,95,81,78
660,male,group C,some college,standard,none,68,52,51
836,male,group D,bachelor's degree,standard,completed,72,74,79
307,male,group C,bachelor's degree,standard,completed,60,66,67
521,male,group B,some high school,standard,completed,69,75,70
955,female,group C,some college,free/reduced,completed,47,55,62
535,male,group B,associate's degree,free/reduced,none,54,57,48
70,male,group B,some high school,free/reduced,completed,41,50,43
229,female,group A,high school,standard,completed,66,83,79
299,male,group B,some college,free/reduced,completed,45,44,51
294,male,group B,high school,standard,none,50,45,45
514,female,group B,bachelor's degree,free/reduced,none,63,82,74
471,male,group C,associate's degree,standard,none,75,70,69
707,male,group D,high school,standard,none,55,54,52
214,male,group D,some high school,free/reduced,completed,57,51,60
176,female,group B,high school,free/reduced,completed,63,71,65
990,male,group D,some college,standard,completed,75,69,69
112,female,group E,high school,free/reduced,none,50,59,48
197,female,group E,some high school,standard,completed,78,79,82
648,male,group E,high school,free/reduced,none,56,55,52
95,male,group D,bachelor's degree,standard,completed,90,86,83
318,female,group C,bachelor's degree,standard,none,43,50,46
272,female,group C,some high school,standard,none,85,81,85
203,female,group C,associate's degree,free/reduced,none,38,60,60
204,male,group C,master's degree,standard,completed,69,67,72
819,male,group D,high school,standard,none,80,67,74
788,female,group D,some high school,free/reduced,none,36,48,51
381,female,group C,high school,standard,none,67,78,74
696,male,group B,high school,free/reduced,none,56,61,53
607,female,group B,associate's degree,standard,none,77,80,83
889,female,group C,bachelor's degree,standard,none,44,47,55
538,female,group E,bachelor's degree,free/reduced,none,68,65,69
32,male,group D,bachelor's degree,standard,none,91,95,95
880,male,group C,some high school,standard,completed,79,72,72
610,female,group D,high school,free/reduced,none,54,76,66
571,male,group E,some high school,standard,none,84,72,73
15,female,group A,some high school,free/reduced,none,31,49,44
265,female,group C,some high school,standard,none,59,69,64
222,male,group C,some high school,free/reduced,none,39,47,39
791,male,group E,high school,free/reduced,completed,91,83,81
409,male,group D,high school,free/reduced,none,55,54,50
187,female,group E,some high school,free/reduced,completed,51,64,63
358,male,group B,some high school,standard,completed,47,46,46
552,male,group B,some high school,standard,none,67,58,58
192,female,group C,associate's degree,standard,completed,56,75,79
407,male,group B,associate's degree,standard,completed,65,68,68
234,male,group E,bachelor's degree,standard,completed,82,87,86
593,male,group C,bachelor's degree,standard,none,82,74,72
552,male,group D,master's degree,free/reduced,none,63,65,59
723,male,group B,some high school,standard,completed,61,57,52
397,male,group C,high school,standard,completed,93,93,92
809,male,group C,high school,free/reduced,completed,85,81,80
508,male,group C,associate's degree,standard,none,73,69,60
221,female,group C,some high school,standard,completed,42,44,52
591,male,group D,master's degree,standard,none,72,74,72
531,female,group C,high school,free/reduced,completed,75,88,86
397,male,group D,associate's degree,standard,none,66,65,69
729,male,group C,high school,free/reduced,completed,83,84,81
143,male,group A,high school,standard,none,57,43,47
680,male,group A,some high school,standard,none,49,59,45
576,male,group D,some high school,standard,completed,95,93,92
607,female,group E,some college,free/reduced,none,72,71,70
388,male,group D,some college,standard,none,81,74,69
220,male,group E,associate's degree,standard,none,93,87,82
212,female,group C,high school,free/reduced,completed,43,64,58
344,female,group C,associate's degree,standard,completed,68,67,79
80,male,group C,some high school,standard,none,53,40,36
305,male,group B,some college,standard,none,68,60,64
